#meta,export_name,profile_data
#meta,original_variable,beam['profile_data']
#meta,shape,"(5, 800, 7)"
#meta,ndim,3
#meta,size,28000
#meta,export_mode,full
i,j,k,value
0,109,1,0.08910132250908534
0,109,2,0.04386866872040826
0,109,3,0.5635731805135444
0,109,4,15.446433978141098
0,109,5,41.98180361991406
0,109,6,1.0153560364476026
0,110,0,0.8670284519586519
0,110,1,0.08919187740967716
0,110,2,0.04377967063167103
0,110,3,0.5655261675840725
0,110,4,15.458358674240667
0,110,5,41.9858821718356
0,110,6,1.0152942609411921
0,111,0,0.8658814419389903
0,111,1,0.08967643725105012
0,111,2,0.04444212080995961
0,111,3,0.571091378008344
0,111,4,15.52245815385719
0,111,5,42.00960098492039
0,111,6,1.015468844316423
0,112,0,0.8654967713563078
0,112,1,0.08958769313263362
0,112,2,0.04491553551105866
0,112,3,0.5790992818035577
0,112,4,15.586454678484763
0,112,5,42.033366730662955
0,112,6,1.0157481919728246
0,113,0,0.8647492946111185
0,113,1,0.08980952710363957
0,113,2,0.04544117828524199
0,113,3,0.5865825377617666
0,113,4,15.662014174304574
0,113,5,42.06116061439379
0,113,6,1.0161065413650023
0,114,0,0.8636210678037922
0,114,1,0.08975869973944861
0,114,2,0.04662023245675918
0,114,3,0.595138361234085
0,114,4,15.601379130794456
0,114,5,42.08393162329934
0,114,6,1.0155401923866823
0,115,0,0.8627855413070249
0,115,1,0.08861794908795265
0,115,2,0.04859650960502239
0,115,3,0.600600207708071
0,115,4,15.113618222779262
0,115,5,42.10913727968357
0,115,6,1.0151177657516033
0,116,0,0.8618446882877918
0,116,1,0.08916380850612221
0,116,2,0.048991503206085925
0,116,3,0.6074098726436081
0,116,4,15.634394747072358
0,116,5,41.989394017690884
0,116,6,1.0157414690192548
0,117,0,0.8614615523420188
0,117,1,0.08802175464375665
0,117,2,0.050516693014224553
0,117,3,0.6138848398280826
0,117,4,15.41891407778743
0,117,5,41.763343758718214
0,117,6,1.0156689320144847
0,118,0,0.8605645961187776
0,118,1,0.08866710049794155
0,118,2,0.050768303383280956
0,118,3,0.6211801385065382
0,118,4,15.484160203888402
0,118,5,41.78705708962155
0,118,6,1.015506979452353
0,119,0,0.8600858659642934
0,119,1,0.08736141119954455
0,119,2,0.052552722836162
0,119,3,0.6309371818667626
0,119,4,14.90233427816484
0,119,5,41.789899394584836
0,119,6,1.0139215762763936
0,120,0,0.8597641703602099
0,120,1,0.08687511746733981
0,120,2,0.05336071217245021
0,120,3,0.6381927335114689
0,120,4,14.814013226323679
0,120,5,41.79630338564339
0,120,6,1.01404355495269
0,121,0,0.8585244332905752
0,121,1,0.08658684496315293
0,121,2,0.054888721746272004
0,121,3,0.643542917340832
0,121,4,14.881088722901508
0,121,5,41.82015959521659
0,121,6,1.014730900352015
0,122,0,0.8581188321554573
0,122,1,0.08685728553385771
0,122,2,0.05502388231068508
0,122,3,0.6493254850611432
0,122,4,14.948493437458438
0,122,5,41.84392561707953
0,122,6,1.0151988961892435
0,123,0,0.857114902634107
0,123,1,0.08580046169198471
0,123,2,0.05708463567390846
0,123,3,0.6547578526776684
0,123,4,14.403589850099706
0,123,5,41.83037967587054
0,123,6,1.0137560126134229
0,124,0,0.8565326475950515
0,124,1,0.08518163135178511
0,124,2,0.05828572105316334
0,124,3,0.666281496746848
0,124,4,14.541621994610395
0,124,5,41.458472073129954
0,124,6,1.013822335523201
0,125,0,0.8560220424438643
0,125,1,0.08462072576975906
0,125,2,0.059357231786376634
0,125,3,0.6714618193295491
0,125,4,14.444332534010009
0,125,5,41.31770401355812
0,125,6,1.0142485561807069
0,126,0,0.8551185478842643
0,126,1,0.08327812928510996
0,126,2,0.06160332283062564
0,126,3,0.6795388904768593
0,126,4,13.90938084358154
0,126,5,41.339948162170295
0,126,6,1.0126502340963304
0,127,0,0.8542837407342951
0,127,1,0.08345548973585751
0,127,2,0.06226076952984746
0,127,3,0.6866289648820376
0,127,4,13.980784019639778
0,127,5,41.36405659873593
0,127,6,1.013078417973111
0,128,0,0.8534994936598815
0,128,1,0.08281137364030547
0,128,2,0.06368913269981297
0,128,3,0.6964420238909558
0,128,4,13.956434145566465
0,128,5,41.39741362421193
0,128,6,1.0133355242384459
0,129,0,0.8527065803307642
0,129,1,0.08317841226263926
0,129,2,0.06411500740659655
0,129,3,0.7004013011610395
0,129,4,14.028238541968992
0,129,5,41.421376696772
0,129,6,1.0141920718046085
0,130,0,0.8521645699764523
0,130,1,0.08210098424582937
0,130,2,0.06573444577771839
0,130,3,0.7096451836151747
0,130,4,13.550814565244883
0,130,5,41.4209083853196
0,130,6,1.0124283995849157
0,131,0,0.8512652250904478
0,131,1,0.08218963060662834
