#meta,export_name,profile_data
#meta,original_variable,beam['profile_data']
#meta,shape,"(5, 800, 7)"
#meta,ndim,3
#meta,size,28000
#meta,export_mode,full
i,j,k,value
0,584,0,0.6878572401342695
0,584,1,0.22979153617180811
0,584,2,0.08235122369392231
0,584,3,7.149940808094057
0,584,4,16.823193847872737
0,584,5,43.22327906908791
0,584,6,0.981567945392744
0,585,0,0.6839474678644695
0,585,1,0.23200964867078955
0,585,2,0.08404288346474105
0,585,3,7.172834667824426
0,585,4,16.653331875547824
0,585,5,42.91677795689755
0,585,6,0.9815095406701944
0,586,0,0.6800022439778082
0,586,1,0.234767703668898
0,586,2,0.08523005235329385
0,586,3,7.195898512910424
0,586,4,16.504825649019622
0,586,5,42.67361201090449
0,586,6,0.9817575392663965
0,587,0,0.6752975432016014
0,587,1,0.23768063934890718
0,587,2,0.0870218174494913
0,587,3,7.219028604927405
0,587,4,16.305269304825885
0,587,5,42.255974709289994
0,587,6,0.9815526400274914
0,588,0,0.6690161798672281
0,588,1,0.2416229884523528
0,588,2,0.08936083168041913
0,588,3,7.242225684830412
0,588,4,16.050702969131887
0,588,5,41.869672606691545
0,588,6,0.981840210724745
0,589,0,0.6622484806515148
0,589,1,0.24584519903649216
0,589,2,0.09190632031199318
0,589,3,7.265490518685104
0,589,4,15.780443279598337
0,589,5,41.354409463915935
0,589,6,0.9817159189180565
0,590,0,0.6558386254918573
0,590,1,0.24973880301175516
0,590,2,0.09442257149638747
0,590,3,7.288823899106223
0,590,4,15.531209041241098
0,590,5,40.907795815145235
0,590,6,0.9823359920648366
0,591,0,0.6494026788337233
0,591,1,0.2540598846077495
0,591,2,0.0965374365585272
0,591,3,7.3122266468162165
0,591,4,15.315165208096126
0,591,5,40.56064465241141
0,591,6,0.9829377535290484
0,592,0,0.6435344522681863
0,592,1,0.25758943664777684
0,592,2,0.09887611108403688
0,592,3,7.335699612337391
0,592,4,15.131245235632651
0,592,5,40.171791083376256
0,592,6,0.9833202372730103
0,593,0,0.6362721020359196
0,593,1,0.2620339750089355
0,593,2,0.10169392295514496
0,593,3,7.359243677832916
0,593,4,14.893120204997253
0,593,5,39.64736303707299
0,593,6,0.9835130968690712
0,594,0,0.6283880067352022
0,594,1,0.2672841580495948
0,594,2,0.10432783521520302
0,594,3,7.382859759114173
0,594,4,14.672094639561537
0,594,5,39.21146623491384
0,594,6,0.9837476130275413
0,595,0,0.6272184512321027
0,595,1,0.2665151068379343
0,595,2,0.10626644192996298
0,595,3,7.406548807834629
0,595,4,14.643783752135692
0,595,5,38.7534048441078
0,595,6,0.9839549477672167
0,596,0,0.6325870961991872
0,596,1,0.25900824519251986
0,596,2,0.10840465860829301
0,596,3,7.434425650342426
0,596,4,14.803355041459977
0,596,5,38.23171176296835
0,596,6,0.9837919203904604
0,597,0,0.6287691679948841
0,597,1,0.2609521651573229
0,597,2,0.11027866684779293
0,597,3,7.458276005960023
0,597,4,14.71445608201898
0,597,5,37.872375698587305
0,597,6,0.9842105722367056
0,598,0,0.6266287393833794
0,598,1,0.2619187548425037
0,598,2,0.111452505774117
0,598,3,7.482202596424073
0,598,4,14.668649304196286
0,598,5,37.563173997107896
0,598,6,0.9843227186092275
0,599,0,0.6193698341986408
0,599,1,0.26793416950729226
0,599,2,0.11269599629406701
0,599,3,7.506206550637701
0,599,4,14.492392651069075
0,599,5,37.18252922002484
0,599,6,0.9843764452792281
0,600,0,0.6136224248682316
0,600,1,0.27042006442911143
0,600,2,0.1159575107026569
0,600,3,7.530289048610834
0,600,4,14.329410572803294
0,600,5,36.559415394953604
0,600,6,0.9850232048041196
0,601,0,0.6226401904859058
0,601,1,0.2628855108788553
0,601,2,0.11447429863523878
0,601,3,7.554451325477891
0,601,4,14.654971050207747
0,601,5,36.29166870731421
0,601,6,0.984035114150771
0,602,0,0.6128116827606753
0,602,1,0.2714089496121382
0,602,2,0.11577936762718646
0,602,3,7.578694675982826
0,602,4,14.439161621634636
0,602,5,35.91987947926129
0,602,6,0.9844301964858343
0,603,0,0.6170818263946257
0,603,1,0.2681662559071215
0,603,2,0.1147519176982528
0,603,3,7.603020459505171
0,603,4,14.617472434728189
0,603,5,35.668608971043206
0,603,6,0.9837284134818535
0,604,0,0.6046728649493904
0,604,1,0.28247453335916833
0,604,2,0.11285260169144129
0,604,3,7.627430105715563
0,604,4,14.40135748568716
0,604,5,35.47388265086669
0,604,6,0.9838197008849551
0,605,0,0.6088188842978806
0,605,1,0.28028725451538467
0,605,2,0.11089386118673476
0,605,3,7.65192512096793
0,605,4,14.59033021273016
0,605,5,35.142115216763834
0,605,6,0.9831997244967909
0,606,0,0.6251877128316756
0,606,1,0.27040321212666124
0,606,2,0.10440907504166315
0,606,3,7.676507095558989
0,606,4,15.22573587080834
0,606,5,35.14903339203893
0,606,6,0.9816408957701909
0,607,0,0.7886241300420149
0,607,1,0.18867272001849006
0,607,2,0.022703149939495012
0,607,3,8.715757688118082
0,607,4,27.137836871341552
0,607,5,53.99953774109636
0,607,6,1.007282739029601
0,608,0,0.788237126728083
0,608,1,0.18978973885696898
0,608,2,0.021973134414947984
0,608,3,8.739886389433817
0,608,4,26.663469070710246
0,608,5,53.95153074963067
0,608,6,1.0066261733821782
0,609,0,0.7853292101212221
0,609,1,0.19367086285666302
0,609,2,0.020999927022114853
0,609,3,8.767304034719134
0,609,4,26.27094393100417
0,609,5,53.92566711759597
0,609,6,1.0065962139871252
0,610,0,0.7966751946387205
0,610,1,0.18472505240547754
0,610,2,0.01859975295580191
0,610,3,8.788707699001238
0,610,4,26.23269955425962
0,610,5,53.96777013517706
0,610,6,1.0048260875550832
0,611,0,0.8206575127627715
0,611,1,0.17674465179330606
0,611,2,0.0025978354439223673
0,611,3,8.82162742256257
0,611,4,27.591942070497325
0,611,5,60.2807728299638
0,611,6,1.0059511270186856
0,612,0,0.8215384292756235
0,612,1,0.17582046905128265
0,612,2,0.0026411016730938795
0,612,3,8.83934489988659
0,612,4,27.022360777772324
0,612,5,60.28381263871095
0,612,6,1.0055824249197451
0,613,0,0.8240847951530552
0,613,1,0.17348352308576795
0,613,2,0.0024316817611768874
0,613,3,8.866333625204243
0,613,4,26.536259844228994
0,613,5,60.285664453257496
0,613,6,1.004807763424221
0,614,0,0.8265585087867322
0,614,1,0.17113277343268565
0,614,2,0.0023087177805820296
0,614,3,8.893871885674887
0,614,4,25.979469642576714
0,614,5,60.31347667125056
0,614,6,1.004469765528682
0,615,0,0.8310858082281207
0,615,1,0.16675331461163717
0,615,2,0.0021608771602421393
0,615,3,8.91725654628898
0,615,4,25.500362589832477
0,615,5,60.33480810197475
0,615,6,1.0040406811442713
0,616,0,0.8348993177423848
0,616,1,0.16300387702690125
0,616,2,0.002096805230714026
0,616,3,8.931474683872858
0,616,4,24.927207732664705
0,616,5,60.34292446394442
0,616,6,1.0039043490475423
0,617,0,0.8396632495087548
0,617,1,0.1582681376305017
0,617,2,0.0020686128607434505
0,617,3,8.941820121955283
0,617,4,24.427389633163976
0,617,5,60.372628957940336
0,617,6,1.0040392765833455
0,618,0,0.7543053622949107
0,618,1,0.24569463770508937
0,618,2,0.0
0,618,3,7.983480151741176
0,618,4,23.78825866888455
0,618,5,60.374675767655795
0,618,6,0.9294163392703352
0,619,0,0.843902319109713
0,619,1,0.1545048014838471
0,619,2,0.0015928794064400062
0,619,3,8.983778460944286
0,619,4,23.659980324757093
0,619,5,60.35851411129086
0,619,6,0.9946063002168088
0,620,0,0.766989001183989
0,620,1,0.23301099881601095
0,620,2,0.0
0,620,3,8.035486518753476
0,620,4,22.84954289909682
0,620,5,60.45446973477092
0,620,6,0.930405888949976
0,621,0,0.8609066088018952
0,621,1,0.13728372489683693
0,621,2,0.0018096663012679374
0,621,3,8.972321634029575
0,621,4,22.365511487715946
0,621,5,60.67043189137162
0,621,6,1.003900950755812
0,622,0,0.7789401363139075
0,622,1,0.2210598636860924
0,622,2,0.0
0,622,3,8.08807439503321
0,622,4,21.723063697131796
0,622,5,60.67402131141654
0,622,6,0.9351606897799263
0,623,0,0.7919916472819282
0,623,1,0.20800835271807186
0,623,2,0.0
0,623,3,8.114563945414757
0,623,4,21.609235986627297
0,623,5,60.65995990092286
0,623,6,0.9341836982344277
0,624,0,0.7935000761927025
0,624,1,0.20649992380729754
0,624,2,0.0
0,624,3,8.119164102876617
0,624,4,21.541105352745653
0,624,5,60.66136968548415
0,624,6,0.9344352213302322
0,625,0,0.8698132257931913
0,625,1,0.12856890906369994
0,625,2,0.001617865143108749
0,625,3,9.003894826428574
0,625,4,20.864601431353588
0,625,5,60.6748800170067
0,625,6,0.9966685179788498
0,626,0,0.8449900259162565
0,626,1,0.1530101816492765
0,626,2,0.0019997924344669973
0,626,3,8.177335498526812
0,626,4,19.426194703768207
0,626,5,62.63862081920119
0,626,6,0.9874496951049019
0,627,0,0.8483876101231476
0,627,1,0.14950605374623965
0,627,2,0.0021063361306127427
0,627,3,8.204418254165972
0,627,4,18.90195174272846
0,627,5,62.671825185026044
0,627,6,0.9885080487399959
0,628,0,0.8486450739478439
0,628,1,0.14903188777868712
0,628,2,0.0023230382734689445
0,628,3,8.231751200079028
0,628,4,18.302631672152312
0,628,5,62.71646161686313
0,628,6,0.9882189374327307
0,629,0,0.854097854979506
0,629,1,0.14351479764950162
0,629,2,0.002387347370992416
0,629,3,8.259399753855998
0,629,4,17.947899946996188
0,629,5,62.76242577017189
0,629,6,0.9896172452851567
0,630,0,0.8548333767353683
0,630,1,0.14250898539962617
0,630,2,0.0026576378650056713
0,630,3,8.287593855204662
0,630,4,17.40168593190993
0,630,5,62.80822840232434
0,630,6,0.9907051369984207
0,631,0,0.8557682687186524
0,631,1,0.14130114865721044
0,631,2,0.0029305826241371857
0,631,3,8.316546875739299
0,631,4,16.928661192545647
0,631,5,62.85381739315219
0,631,6,0.9915180614297443
0,632,0,0.8586999463033447
0,632,1,0.13791839128436265
0,632,2,0.003381662412292598
0,632,3,8.346252797434564
0,632,4,16.52335779220437
0,632,5,62.9224202625726
0,632,6,0.9932165161538858
0,633,0,0.8558208405515388
0,633,1,0.14025212122234593
0,633,2,0.003927038226115299
0,633,3,8.376704617548551
0,633,4,15.953107040012437
0,633,5,63.01011661514602
0,633,6,0.9934047445355523
0,634,0,0.8570640102986599
0,634,1,0.13822625823409126
0,634,2,0.004709731467248907
0,634,3,8.407892018616346
0,634,4,15.592836912429304
0,634,5,63.1205640562582
0,634,6,0.9932825848684202
0,635,0,0.8528429246892879
0,635,1,0.14129060573042787
0,635,2,0.005866469580284179
0,635,3,8.439807894672684
0,635,4,15.07662232551896
0,635,5,63.245487769458975
0,635,6,0.9945542952827247
0,636,0,0.8494287685804268
0,636,1,0.14329822369224568
0,636,2,0.00727300772732746
0,636,3,8.472442952316998
0,636,4,14.678867861689982
0,636,5,63.42741604043118
0,636,6,0.9949961189663273
0,637,0,0.855329477213795
0,637,1,0.135610530343014
0,637,2,0.009059992443190914
0,637,3,8.505791260875299
0,637,4,14.486295471197904
0,637,5,63.65690716818118
0,637,6,0.9970440455377444
0,638,0,0.8413767385973931
0,638,1,0.1463869875756946
0,638,2,0.012236273826912305
0,638,3,8.539842633163357
0,638,4,13.839042754813674
0,638,5,63.68395779604167
0,638,6,0.9973914792185011
0,639,0,0.831546104818819
0,639,1,0.1519898790767487
0,639,2,0.016464016104432315
0,639,3,8.574589502815638
0,639,4,13.404115881450448
0,639,5,63.72891353816306
0,639,6,1.0013948721770105
0,640,0,0.8338385482167817
0,640,1,0.14321667560393786
0,640,2,0.022944776179280472
0,640,3,8.610022521941314
0,640,4,13.125021683554921
0,640,5,63.72218256282363
0,640,6,0.9996714769362435
0,641,0,0.8611720640978329
0,641,1,0.1006371660500971
0,641,2,0.03819076985207011
0,641,3,8.65219150265047
0,641,4,14.118936772283185
0,641,5,88.59822200920767
0,641,6,1.0100304139618996
0,642,0,0.8468666515430887
0,642,1,0.0984346856816602
0,642,2,0.05469866277525115
0,642,3,8.689054577687816
0,642,4,14.048076960993718
0,642,5,88.5868624832471
0,642,6,1.0074668027406188
0,643,0,0.6974194535173638
0,643,1,0.07191786168449014
0,643,2,0.05786268479814521
0,643,3,7.119365675185815
0,643,4,11.60906126157253
0,643,5,76.12445745577679
0,643,6,0.8383822247853236
0,644,0,0.6708430888810722
0,644,1,0.06820422297903722
0,644,2,0.08815268813988966
0,644,3,7.1512390231696115
0,644,4,11.552222407197405
0,644,5,76.11546950566671
0,644,6,0.8445430473541468
0,645,0,0.0
0,645,1,0.0
0,645,2,0.0
0,645,3,0.0
0,645,4,0.0
0,645,5,0.0
0,645,6,0.0
0,646,0,0.0
0,646,1,0.0
0,646,2,0.0
0,646,3,0.0
0,646,4,0.0
0,646,5,0.0
0,646,6,0.0
0,647,0,0.0
0,647,1,0.0
0,647,2,0.0
0,647,3,0.0
0,647,4,0.0
0,647,5,0.0
0,647,6,0.0
0,648,0,0.0
0,648,1,0.0
0,648,2,0.0
0,648,3,0.0
0,648,4,0.0
0,648,5,0.0
0,648,6,0.0
0,649,0,0.0
0,649,1,0.0
0,649,2,0.0
0,649,3,0.0
0,649,4,0.0
0,649,5,0.0
0,649,6,0.0
0,650,0,0.0
0,650,1,0.0
0,650,2,0.0
0,650,3,0.0
0,650,4,0.0
0,650,5,0.0
0,650,6,0.0
0,651,0,0.0
0,651,1,0.0
0,651,2,0.0
0,651,3,0.0
0,651,4,0.0
0,651,5,0.0
0,651,6,0.0
0,652,0,0.0
0,652,1,0.0
0,652,2,0.0
0,652,3,0.0
0,652,4,0.0
0,652,5,0.0
0,652,6,0.0
0,653,0,0.0
0,653,1,0.0
0,653,2,0.0
0,653,3,0.0
0,653,4,0.0
0,653,5,0.0
0,653,6,0.0
0,654,0,0.0
0,654,1,0.0
0,654,2,0.0
0,654,3,0.0
0,654,4,0.0
0,654,5,0.0
0,654,6,0.0
0,655,0,0.0
0,655,1,0.0
0,655,2,0.0
0,655,3,0.0
0,655,4,0.0
0,655,5,0.0
0,655,6,0.0
0,656,0,0.0
0,656,1,0.0
0,656,2,0.0
0,656,3,0.0
0,656,4,0.0
0,656,5,0.0
0,656,6,0.0
0,657,0,0.0
0,657,1,0.0
0,657,2,0.0
0,657,3,0.0
0,657,4,0.0
0,657,5,0.0
0,657,6,0.0
0,658,0,0.0
0,658,1,0.0
0,658,2,0.0
0,658,3,0.0
0,658,4,0.0
0,658,5,0.0
0,658,6,0.0
0,659,0,0.0
0,659,1,0.0
0,659,2,0.0
0,659,3,0.0
0,659,4,0.0
0,659,5,0.0
0,659,6,0.0
0,660,0,0.0
0,660,1,0.0
0,660,2,0.0
0,660,3,0.0
0,660,4,0.0
0,660,5,0.0
0,660,6,0.0
0,661,0,0.0
0,661,1,0.0
0,661,2,0.0
0,661,3,0.0
0,661,4,0.0
0,661,5,0.0
0,661,6,0.0
0,662,0,0.0
0,662,1,0.0
0,662,2,0.0
0,662,3,0.0
0,662,4,0.0
0,662,5,0.0
0,662,6,0.0
0,663,0,0.0
0,663,1,0.0
0,663,2,0.0
0,663,3,0.0
0,663,4,0.0
0,663,5,0.0
0,663,6,0.0
0,664,0,0.0
0,664,1,0.0
0,664,2,0.0
0,664,3,0.0
0,664,4,0.0
0,664,5,0.0
0,664,6,0.0
0,665,0,0.0
0,665,1,0.0
0,665,2,0.0
0,665,3,0.0
0,665,4,0.0
0,665,5,0.0
0,665,6,0.0
0,666,0,0.0
0,666,1,0.0
0,666,2,0.0
0,666,3,0.0
0,666,4,0.0
0,666,5,0.0
0,666,6,0.0
0,667,0,0.0
0,667,1,0.0
0,667,2,0.0
0,667,3,0.0
0,667,4,0.0
0,667,5,0.0
0,667,6,0.0
0,668,0,0.0
0,668,1,0.0
0,668,2,0.0
0,668,3,0.0
0,668,4,0.0
0,668,5,0.0
0,668,6,0.0
0,669,0,0.0
0,669,1,0.0
0,669,2,0.0
0,669,3,0.0
0,669,4,0.0
0,669,5,0.0
0,669,6,0.0
0,670,0,0.0
0,670,1,0.0
0,670,2,0.0
0,670,3,0.0
0,670,4,0.0
0,670,5,0.0
0,670,6,0.0
0,671,0,0.0
0,671,1,0.0
0,671,2,0.0
0,671,3,0.0
0,671,4,0.0
0,671,5,0.0
0,671,6,0.0
0,672,0,0.0
0,672,1,0.0
0,672,2,0.0
0,672,3,0.0
0,672,4,0.0
0,672,5,0.0
0,672,6,0.0
0,673,0,0.0
0,673,1,0.0
0,673,2,0.0
0,673,3,0.0
0,673,4,0.0
0,673,5,0.0
0,673,6,0.0
0,674,0,0.0
0,674,1,0.0
0,674,2,0.0
0,674,3,0.0
0,674,4,0.0
0,674,5,0.0
0,674,6,0.0
0,675,0,0.0
0,675,1,0.0
0,675,2,0.0
0,675,3,0.0
0,675,4,0.0
0,675,5,0.0
0,675,6,0.0
0,676,0,0.0
0,676,1,0.0
0,676,2,0.0
0,676,3,0.0
0,676,4,0.0
0,676,5,0.0
0,676,6,0.0
0,677,0,0.0
0,677,1,0.0
0,677,2,0.0
0,677,3,0.0
0,677,4,0.0
0,677,5,0.0
0,677,6,0.0
0,678,0,0.0
0,678,1,0.0
0,678,2,0.0
0,678,3,0.0
0,678,4,0.0
0,678,5,0.0
0,678,6,0.0
0,679,0,0.0
0,679,1,0.0
0,679,2,0.0
0,679,3,0.0
0,679,4,0.0
0,679,5,0.0
0,679,6,0.0
0,680,0,0.0
0,680,1,0.0
0,680,2,0.0
0,680,3,0.0
0,680,4,0.0
0,680,5,0.0
0,680,6,0.0
0,681,0,0.0
0,681,1,0.0
0,681,2,0.0
0,681,3,0.0
0,681,4,0.0
0,681,5,0.0
0,681,6,0.0
0,682,0,0.0
0,682,1,0.0
0,682,2,0.0
0,682,3,0.0
0,682,4,0.0
0,682,5,0.0
0,682,6,0.0
0,683,0,0.0
0,683,1,0.0
0,683,2,0.0
0,683,3,0.0
0,683,4,0.0
0,683,5,0.0
0,683,6,0.0
0,684,0,0.0
0,684,1,0.0
0,684,2,0.0
0,684,3,0.0
0,684,4,0.0
0,684,5,0.0
0,684,6,0.0
0,685,0,0.0
0,685,1,0.0
0,685,2,0.0
0,685,3,0.0
0,685,4,0.0
0,685,5,0.0
0,685,6,0.0
0,686,0,0.0
0,686,1,0.0
0,686,2,0.0
0,686,3,0.0
0,686,4,0.0
0,686,5,0.0
0,686,6,0.0
0,687,0,0.0
0,687,1,0.0
0,687,2,0.0
0,687,3,0.0
0,687,4,0.0
0,687,5,0.0
0,687,6,0.0
0,688,0,0.0
0,688,1,0.0
0,688,2,0.0
0,688,3,0.0
0,688,4,0.0
0,688,5,0.0
0,688,6,0.0
0,689,0,0.0
0,689,1,0.0
0,689,2,0.0
0,689,3,0.0
0,689,4,0.0
0,689,5,0.0
0,689,6,0.0
0,690,0,0.0
0,690,1,0.0
0,690,2,0.0
0,690,3,0.0
0,690,4,0.0
0,690,5,0.0
0,690,6,0.0
0,691,0,0.0
0,691,1,0.0
0,691,2,0.0
0,691,3,0.0
0,691,4,0.0
0,691,5,0.0
0,691,6,0.0
0,692,0,0.0
0,692,1,0.0
0,692,2,0.0
0,692,3,0.0
0,692,4,0.0
0,692,5,0.0
0,692,6,0.0
0,693,0,0.0
0,693,1,0.0
0,693,2,0.0
0,693,3,0.0
0,693,4,0.0
0,693,5,0.0
0,693,6,0.0
0,694,0,0.0
0,694,1,0.0
0,694,2,0.0
0,694,3,0.0
0,694,4,0.0
0,694,5,0.0
0,694,6,0.0
0,695,0,0.0
0,695,1,0.0
0,695,2,0.0
0,695,3,0.0
0,695,4,0.0
0,695,5,0.0
0,695,6,0.0
0,696,0,0.0
0,696,1,0.0
0,696,2,0.0
0,696,3,0.0
0,696,4,0.0
0,696,5,0.0
0,696,6,0.0
0,697,0,0.0
0,697,1,0.0
0,697,2,0.0
0,697,3,0.0
0,697,4,0.0
0,697,5,0.0
0,697,6,0.0
0,698,0,0.0
0,698,1,0.0
0,698,2,0.0
0,698,3,0.0
0,698,4,0.0
0,698,5,0.0
0,698,6,0.0
0,699,0,0.0
0,699,1,0.0
0,699,2,0.0
0,699,3,0.0
0,699,4,0.0
0,699,5,0.0
0,699,6,0.0
0,700,0,0.0
0,700,1,0.0
0,700,2,0.0
0,700,3,0.0
0,700,4,0.0
0,700,5,0.0
0,700,6,0.0
0,701,0,0.0
0,701,1,0.0
0,701,2,0.0
0,701,3,0.0
0,701,4,0.0
0,701,5,0.0
0,701,6,0.0
0,702,0,0.0
0,702,1,0.0
0,702,2,0.0
0,702,3,0.0
0,702,4,0.0
0,702,5,0.0
0,702,6,0.0
0,703,0,0.0
0,703,1,0.0
0,703,2,0.0
0,703,3,0.0
0,703,4,0.0
0,703,5,0.0
0,703,6,0.0
0,704,0,0.0
0,704,1,0.0
0,704,2,0.0
0,704,3,0.0
0,704,4,0.0
0,704,5,0.0
0,704,6,0.0
0,705,0,0.0
0,705,1,0.0
0,705,2,0.0
0,705,3,0.0
0,705,4,0.0
0,705,5,0.0
0,705,6,0.0
0,706,0,0.0
0,706,1,0.0
0,706,2,0.0
0,706,3,0.0
0,706,4,0.0
0,706,5,0.0
0,706,6,0.0
0,707,0,0.0
0,707,1,0.0
0,707,2,0.0
0,707,3,0.0
0,707,4,0.0
0,707,5,0.0
0,707,6,0.0
0,708,0,0.0
0,708,1,0.0
0,708,2,0.0
0,708,3,0.0
0,708,4,0.0
0,708,5,0.0
0,708,6,0.0
0,709,0,0.0
0,709,1,0.0
0,709,2,0.0
0,709,3,0.0
0,709,4,0.0
0,709,5,0.0
0,709,6,0.0
0,710,0,0.0
0,710,1,0.0
0,710,2,0.0
0,710,3,0.0
0,710,4,0.0
0,710,5,0.0
0,710,6,0.0
0,711,0,0.0
0,711,1,0.0
0,711,2,0.0
0,711,3,0.0
0,711,4,0.0
0,711,5,0.0
0,711,6,0.0
0,712,0,0.0
0,712,1,0.0
0,712,2,0.0
0,712,3,0.0
0,712,4,0.0
0,712,5,0.0
0,712,6,0.0
0,713,0,0.0
0,713,1,0.0
0,713,2,0.0
0,713,3,0.0
0,713,4,0.0
0,713,5,0.0
0,713,6,0.0
0,714,0,0.0
0,714,1,0.0
0,714,2,0.0
0,714,3,0.0
0,714,4,0.0
0,714,5,0.0
0,714,6,0.0
0,715,0,0.0
0,715,1,0.0
0,715,2,0.0
0,715,3,0.0
0,715,4,0.0
0,715,5,0.0
0,715,6,0.0
0,716,0,0.0
0,716,1,0.0
0,716,2,0.0
0,716,3,0.0
0,716,4,0.0
0,716,5,0.0
0,716,6,0.0
0,717,0,0.0
0,717,1,0.0
0,717,2,0.0
0,717,3,0.0
0,717,4,0.0
0,717,5,0.0
0,717,6,0.0
0,718,0,0.0
0,718,1,0.0
0,718,2,0.0
0,718,3,0.0
0,718,4,0.0
0,718,5,0.0
0,718,6,0.0
0,719,0,0.0
0,719,1,0.0
0,719,2,0.0
0,719,3,0.0
0,719,4,0.0
0,719,5,0.0
0,719,6,0.0
0,720,0,0.0
0,720,1,0.0
0,720,2,0.0
0,720,3,0.0
0,720,4,0.0
0,720,5,0.0
0,720,6,0.0
0,721,0,0.0
0,721,1,0.0
0,721,2,0.0
0,721,3,0.0
0,721,4,0.0
0,721,5,0.0
0,721,6,0.0
0,722,0,0.0
0,722,1,0.0
0,722,2,0.0
0,722,3,0.0
0,722,4,0.0
0,722,5,0.0
0,722,6,0.0
0,723,0,0.0
0,723,1,0.0
0,723,2,0.0
0,723,3,0.0
0,723,4,0.0
0,723,5,0.0
0,723,6,0.0
0,724,0,0.0
0,724,1,0.0
0,724,2,0.0
0,724,3,0.0
0,724,4,0.0
0,724,5,0.0
0,724,6,0.0
0,725,0,0.0
0,725,1,0.0
0,725,2,0.0
0,725,3,0.0
0,725,4,0.0
0,725,5,0.0
0,725,6,0.0
0,726,0,0.0
0,726,1,0.0
0,726,2,0.0
0,726,3,0.0
0,726,4,0.0
0,726,5,0.0
0,726,6,0.0
0,727,0,0.0
0,727,1,0.0
0,727,2,0.0
0,727,3,0.0
0,727,4,0.0
0,727,5,0.0
0,727,6,0.0
0,728,0,0.0
0,728,1,0.0
0,728,2,0.0
0,728,3,0.0
0,728,4,0.0
0,728,5,0.0
0,728,6,0.0
0,729,0,0.0
0,729,1,0.0
0,729,2,0.0
0,729,3,0.0
0,729,4,0.0
0,729,5,0.0
0,729,6,0.0
0,730,0,0.0
0,730,1,0.0
0,730,2,0.0
0,730,3,0.0
0,730,4,0.0
0,730,5,0.0
0,730,6,0.0
0,731,0,0.0
0,731,1,0.0
0,731,2,0.0
0,731,3,0.0
0,731,4,0.0
0,731,5,0.0
0,731,6,0.0
0,732,0,0.0
0,732,1,0.0
0,732,2,0.0
0,732,3,0.0
0,732,4,0.0
0,732,5,0.0
0,732,6,0.0
0,733,0,0.0
0,733,1,0.0
0,733,2,0.0
0,733,3,0.0
0,733,4,0.0
0,733,5,0.0
0,733,6,0.0
0,734,0,0.0
0,734,1,0.0
0,734,2,0.0
0,734,3,0.0
0,734,4,0.0
0,734,5,0.0
0,734,6,0.0
0,735,0,0.0
0,735,1,0.0
0,735,2,0.0
0,735,3,0.0
0,735,4,0.0
0,735,5,0.0
0,735,6,0.0
0,736,0,0.0
0,736,1,0.0
0,736,2,0.0
0,736,3,0.0
0,736,4,0.0
0,736,5,0.0
0,736,6,0.0
0,737,0,0.0
0,737,1,0.0
0,737,2,0.0
0,737,3,0.0
0,737,4,0.0
0,737,5,0.0
0,737,6,0.0
0,738,0,0.0
0,738,1,0.0
0,738,2,0.0
0,738,3,0.0
0,738,4,0.0
0,738,5,0.0
0,738,6,0.0
0,739,0,0.0
0,739,1,0.0
0,739,2,0.0
0,739,3,0.0
0,739,4,0.0
0,739,5,0.0
0,739,6,0.0
0,740,0,0.0
0,740,1,0.0
0,740,2,0.0
0,740,3,0.0
0,740,4,0.0
0,740,5,0.0
0,740,6,0.0
0,741,0,0.0
0,741,1,0.0
0,741,2,0.0
0,741,3,0.0
0,741,4,0.0
0,741,5,0.0
0,741,6,0.0
0,742,0,0.0
0,742,1,0.0
0,742,2,0.0
0,742,3,0.0
0,742,4,0.0
0,742,5,0.0
0,742,6,0.0
0,743,0,0.0
0,743,1,0.0
0,743,2,0.0
0,743,3,0.0
0,743,4,0.0
0,743,5,0.0
0,743,6,0.0
0,744,0,0.0
0,744,1,0.0
0,744,2,0.0
0,744,3,0.0
0,744,4,0.0
0,744,5,0.0
0,744,6,0.0
0,745,0,0.0
0,745,1,0.0
0,745,2,0.0
0,745,3,0.0
0,745,4,0.0
0,745,5,0.0
0,745,6,0.0
0,746,0,0.0
0,746,1,0.0
0,746,2,0.0
0,746,3,0.0
0,746,4,0.0
0,746,5,0.0
0,746,6,0.0
0,747,0,0.0
0,747,1,0.0
0,747,2,0.0
0,747,3,0.0
0,747,4,0.0
0,747,5,0.0
0,747,6,0.0
0,748,0,0.0
0,748,1,0.0
0,748,2,0.0
0,748,3,0.0
0,748,4,0.0
0,748,5,0.0
0,748,6,0.0
0,749,0,0.0
0,749,1,0.0
0,749,2,0.0
0,749,3,0.0
0,749,4,0.0
0,749,5,0.0
0,749,6,0.0
0,750,0,0.0
0,750,1,0.0
0,750,2,0.0
0,750,3,0.0
0,750,4,0.0
0,750,5,0.0
0,750,6,0.0
0,751,0,0.0
0,751,1,0.0
0,751,2,0.0
0,751,3,0.0
0,751,4,0.0
0,751,5,0.0
0,751,6,0.0
0,752,0,0.0
0,752,1,0.0
0,752,2,0.0
0,752,3,0.0
0,752,4,0.0
0,752,5,0.0
0,752,6,0.0
0,753,0,0.0
0,753,1,0.0
0,753,2,0.0
0,753,3,0.0
0,753,4,0.0
0,753,5,0.0
0,753,6,0.0
0,754,0,0.0
0,754,1,0.0
0,754,2,0.0
0,754,3,0.0
0,754,4,0.0
0,754,5,0.0
0,754,6,0.0
0,755,0,0.0
